timestamp, x, y, label
1397835355.7378439903259277343750000, 7757672.583, -363605.872, 1
1397835356.4878380298614501953125000, 7757673.485, -363605.244, 2
1397835357.1127738952636718750000000, 7757674.288, -363604.614, 3
1397835357.6128630638122558593750000, 7757675.083, -363603.959, 4
1397835358.1128530502319335937500000, 7757675.959, -363603.301, 5
1397835358.4878990650177001953125000, 7757676.745, -363602.667, 6
1397835358.8628640174865722656250000, 7757677.664, -363601.947, 7
1397835359.2378211021423339843750000, 7757678.679, -363601.122, 8
1397835359.6128919124603271484375000, 7757679.766, -363600.252, 9
1397835359.9878649711608886718750000, 7757680.934, -363599.317, 10
1397835360.2378480434417724609375000, 7757681.806, -363598.655, 11
1397835360.4878649711608886718750000, 7757682.664, -363597.942, 12
1397835360.7379179000854492187500000, 7757683.545, -363597.237, 13
1397835360.9878790378570556640625000, 7757684.484, -363596.495, 14
1397835361.2379209995269775390625000, 7757685.413, -363595.815, 15
1397835361.4878790378570556640625000, 7757686.443, -363594.979, 16
1397835361.7379291057586669921875000, 7757687.511, -363594.189, 17
1397835361.9878919124603271484375000, 7757688.644, -363593.286, 18
1397835362.2379100322723388671875000, 7757689.796, -363592.401, 19
1397835362.4879310131072998046875000, 7757690.948, -363591.485, 20
1397835362.7379539012908935546875000, 7757692.112, -363590.583, 21
1397835362.9879159927368164062500000, 7757693.259, -363589.685, 22
1397835363.2378981113433837890625000, 7757694.478, -363588.683, 23
1397835363.4879219532012939453125000, 7757695.671, -363587.762, 24
1397835363.7378799915313720703125000, 7757696.943, -363586.747, 25
1397835363.9878969192504882812500000, 7757698.266, -363585.739, 26
1397835364.2379500865936279296875000, 7757699.508, -363584.8, 27
1397835364.4879539012908935546875000, 7757700.749, -363583.814, 28
1397835364.7379190921783447265625000, 7757701.997, -363582.86, 29
1397835364.9879269599914550781250000, 7757703.159, -363581.938, 30
1397835365.2379200458526611328125000, 7757704.356, -363581.042, 31
1397835365.4879031181335449218750000, 7757705.532, -363580.132, 32
1397835365.7379090785980224609375000, 7757706.796, -363579.166, 33
1397835365.9878900051116943359375000, 7757707.858, -363578.351, 34
1397835366.2380049228668212890625000, 7757709.004, -363577.464, 35
1397835366.4879190921783447265625000, 7757709.983, -363576.714, 36
1397835366.7379059791564941406250000, 7757711.114, -363575.858, 37
1397835366.9878671169281005859375000, 7757712.262, -363575.01, 38
1397835367.2379529476165771484375000, 7757713.625, -363573.994, 39
1397835367.4879961013793945312500000, 7757714.726, -363573.175, 40
1397835367.7379460334777832031250000, 7757715.846, -363572.371, 41
1397835367.9879279136657714843750000, 7757717.072, -363571.455, 42
1397835368.2380139827728271484375000, 7757718.258, -363570.585, 43
1397835368.4880430698394775390625000, 7757719.426, -363569.735, 44
1397835368.7379240989685058593750000, 7757720.545, -363568.883, 45
1397835368.9879589080810546875000000, 7757721.618, -363568.096, 46
1397835369.2379870414733886718750000, 7757722.763, -363567.247, 47
1397835369.4879229068756103515625000, 7757723.98, -363566.266, 48
1397835369.7379651069641113281250000, 7757725.223, -363565.313, 49
1397835369.9879488945007324218750000, 7757726.5, -363564.33, 50
1397835370.2379341125488281250000000, 7757727.783, -363563.337, 51
1397835370.4879701137542724609375000, 7757729.042, -363562.345, 52
1397835370.7379651069641113281250000, 7757730.358, -363561.323, 53
1397835370.9879848957061767578125000, 7757731.788, -363560.213, 54
1397835371.2380011081695556640625000, 7757733.223, -363559.125, 55
1397835371.4879329204559326171875000, 7757734.666, -363558.008, 56
1397835371.7380108833312988281250000, 7757736.147, -363556.861, 57
1397835371.9880280494689941406250000, 7757737.617, -363555.743, 58
1397835372.2379870414733886718750000, 7757739.127, -363554.585, 59
1397835372.4880230426788330078125000, 7757740.683, -363553.367, 60
1397835372.7380108833312988281250000, 7757742.174, -363552.225, 61
1397835372.9879879951477050781250000, 7757743.694, -363551.06, 62
1397835373.1130011081695556640625000, 7757744.508, -363550.424, 63
1397835373.2380449771881103515625000, 7757745.307, -363549.803, 64
1397835373.3630049228668212890625000, 7757746.113, -363549.171, 65
1397835373.4880011081695556640625000, 7757746.901, -363548.552, 66
1397835373.6129701137542724609375000, 7757747.726, -363547.907, 67
1397835373.7380070686340332031250000, 7757748.563, -363547.25, 68
1397835373.8630299568176269531250000, 7757749.409, -363546.595, 69
1397835373.9880290031433105468750000, 7757750.269, -363545.949, 70
1397835374.1130130290985107421875000, 7757751.1, -363545.296, 71
1397835374.2379701137542724609375000, 7757751.954, -363544.607, 72
1397835374.3630239963531494140625000, 7757752.799, -363543.945, 73
1397835374.4880740642547607421875000, 7757753.625, -363543.31, 74
1397835374.6129961013793945312500000, 7757754.471, -363542.639, 75
